Muestra	Pragmático.N	Reflexivo.N	Activo.N	Teórico.N	Pragmático	Reflexivo	Activo	Teórico	Marca_temporal	Pograma	Universidad	área_estudio	nivel_académico	etapa_estudio	institución_escolar	preuniversitario	multi_carrera	desempeño_anterior	trabaja	experiencia_laboral	edad	edad2	tecnológico	tecnológico2	origen_geo	territorio	movilidad	lengua	idiomas	etnia	religión	nivel_socioeconómico	nivel_socioeconómico2	clase_social	func_física	func_cognitiva	func_cognitiva2	género	sexo	orientación_sexual	motivación	objetivo	proyección	estilo_VARK	1. ¿Cuál es el resultado de tu preferencia de aprendizaje según el cuestionario?
M231	12	16	8	16	Baja	Moderada	Baja	Moderada	2026/04/11 8:52:54 p. m. GMT-4	Medicina 	UNSA	Ciencias de la salud	Pregrado (o grado universitario)	Al inicio	Público	Sí	No	Tercio superior	No	No	Estudiante universitario joven (16-24 años)	16-24 años	Nivel intermedio: Manejo adecuado de información y recursos digitales	Intermedio	Local (región de Arequipa)	Zona urbana	Sin experiencia de movilidad	Español	Monolingüe	Mestizo	Agnosticismo	Nivel D: Ingreso familiar entre S/1,300 y S/3,000	Nivel D	Clase trabajadora	Limitaciones visuales	Funcionalidad cognitiva típica (sin discapacidad)	Típica	Hombre	Masculino	Asexual	Interés en aprender y descubrir cosas nuevas (orientación al conocimiento).	Usar esta formación para acceder a posgrados o especializaciones.	Quiero vivir, estudiar o trabajar en otros países (experiencia internacional).	VR	Multimodal (VR)
M232	16	20	8	17	Moderada	Muy alta	Baja	Alta	2026/04/11 8:58:51 p. m. GMT-4	Turismo y hotelería 	UNSA	Ciencias sociales y humanidades	Pregrado (o grado universitario)	Al inicio	Público	Sí	No	Tercio superior	No	Sí	Estudiante universitario joven (16-24 años)	16-24 años	Nivel intermedio: Manejo adecuado de información y recursos digitales	Intermedio	Nacional (otras regiones de Perú)	Zona rural	Movilidad nacional (a otra región o ciudad de Perú)	Español	Monolingüe	Mestizo	Cristianismo	Nivel D: Ingreso familiar entre S/1,300 y S/3,000	Nivel D	Clase media	Funcionalidad física típica (sin discapacidad)	Funcionalidad cognitiva típica (sin discapacidad)	Típica	Mujer	Femenino	Heterosexual	La carrera que elegí corresponde a mis intereses o pasiones personales (orientación vocacional).	Adquirir conocimientos.	Quiero crear mi propio proyecto o empresa (emprendimiento).	AK	Multimodal (AK)
M233	19	18	18	13	Muy alta	Alta	Muy alta	Baja	2026/04/11 9:41:16 p. m. GMT-4	Psicologia	UNSA	Ciencias sociales y humanidades	Pregrado (o grado universitario)	Al inicio	Privado	No	No	Tercio medio	Sí	No	Estudiante universitario joven (16-24 años)	16-24 años	Nivel intermedio: Manejo adecuado de información y recursos digitales	Intermedio	Local (región de Arequipa)	Zona urbana	Sin experiencia de movilidad	Español	Bilingüe	Mestizo	Agnosticismo	Nivel D: Ingreso familiar entre S/1,300 y S/3,000	Nivel D	Clase trabajadora	Funcionalidad física típica (sin discapacidad)	Funcionalidad cognitiva típica (sin discapacidad)	Típica	No binario	Femenino	Pansexual	Interés en aprender y descubrir cosas nuevas (orientación al conocimiento).	Recibir distinciones o premios académicos.	Quiero participar y aportar en iniciativas sociales (impacto social).	AK	Multimodal (AK)
M234	15	18	11	16	Moderada	Alta	Moderada	Moderada	2026/04/11 9:41:48 p. m. GMT-4	Pregrado/Química 	UNSA	Ciencias naturales y exactas	Pregrado (o grado universitario)	Al inicio	Privado	Sí	No	Tercio medio	No	No	Estudiante universitario joven (16-24 años)	16-24 años	Nivel intermedio: Manejo adecuado de información y recursos digitales	Intermedio	Local (región de Arequipa)	Zona urbana	Movilidad local (a otra provincia de la región de Arequipa)	Español	Monolingüe	Mestizo	Deísmo	Nivel D: Ingreso familiar entre S/1,300 y S/3,000	Nivel D	Clase trabajadora	Limitaciones visuales	Funcionalidad cognitiva típica (sin discapacidad)	Típica	Mujer	Femenino	Pansexual	Superación personal y alcanzar metas propias.	Recibir distinciones o premios académicos.	Quiero vivir, estudiar o trabajar en otros países (experiencia internacional).	VAK	Multimodal (VAK)
M235	9	14	11	12	Muy baja	Baja	Moderada	Baja	2026/04/11 10:43:27 p. m. GMT-4	Ingeniería Química	UNSA	Ingenierías y Tecnologías	Pregrado (o grado universitario)	Al inicio	Privado	Sí	No	Tercio superior	No	No	Estudiante universitario joven (16-24 años)	16-24 años	Nivel intermedio: Manejo adecuado de información y recursos digitales	Intermedio	Local (región de Arequipa)	Zona urbana	Sin experiencia de movilidad	Español	Monolingüe	Mestizo	Catolicismo	Nivel C: Ingreso familiar entre S/3,000 y S/5,000	Nivel C	Clase trabajadora	Funcionalidad física típica (sin discapacidad)	Funcionalidad cognitiva típica (sin discapacidad)	Típica	Mujer	Femenino	Heterosexual	Superación personal y alcanzar metas propias.	Usar esta formación para acceder a posgrados o especializaciones.	Quiero vivir, estudiar o trabajar en otros países (experiencia internacional).	K fuerte	Kinestésico, fuerte
M236	7	17	5	17	Muy baja	Moderada	Muy baja	Alta	2026/04/11 10:49:30 p. m. GMT-4	Ingeniería Industrial	UNSA	Ingenierías y Tecnologías	Pregrado (o grado universitario)	Al medio	Privado	No	No	Tercio superior	No	No	Estudiante universitario joven (16-24 años)	16-24 años	Nivel intermedio: Manejo adecuado de información y recursos digitales	Intermedio	Nacional (otras regiones de Perú)	Zona urbana	Movilidad nacional (a otra región o ciudad de Perú)	Español	Multilingüe	Blanco	Catolicismo	Nivel C: Ingreso familiar entre S/3,000 y S/5,000	Nivel C	Clase media	Limitaciones visuales	Funcionalidad cognitiva típica (sin discapacidad)	Típica	Mujer	Femenino	Heterosexual	Superación personal y alcanzar metas propias.	Adquirir conocimientos.	Quiero vivir, estudiar o trabajar en otros países (experiencia internacional).	VAR	Multimodal (VAR)
M237	11	18	12	13	Baja	Alta	Moderada	Baja	2026/04/11 11:04:00 p. m. GMT-4	Ing. Mecanico	UNSA	Ingenierías y Tecnologías	Pregrado (o grado universitario)	Al inicio	Público	Sí	No	Tercio medio	No	Sí	Estudiante universitario joven (16-24 años)	16-24 años	Nivel bajo: Conocimiento y manejo limitado de herramientas digitales	Bajo	Local (región de Arequipa)	Zona rural	Movilidad local (a otra provincia de la región de Arequipa)	Español	Monolingüe	Mestizo	Catolicismo	Nivel C: Ingreso familiar entre S/3,000 y S/5,000	Nivel C	Clase media	Funcionalidad física típica (sin discapacidad)	Trastorno por déficit de atención con hiperactividad (TDAH)	TDAH	Hombre	Masculino	Heterosexual	Superación personal y alcanzar metas propias.	Usar esta formación para acceder a posgrados o especializaciones.	Quiero vivir, estudiar o trabajar en otros países (experiencia internacional).	VAR	Multimodal (VAR)
M238	11	17	13	13	Baja	Moderada	Moderada	Baja	2026/04/11 11:14:39 p. m. GMT-4	Fisica	UNSA	Ingenierías y Tecnologías	Pregrado (o grado universitario)	Al inicio	Privado	No	No	Tercio medio	No	Sí	Estudiante universitario joven (16-24 años)	16-24 años	Nivel bajo: Conocimiento y manejo limitado de herramientas digitales	Bajo	Local (región de Arequipa)	Zona urbana	Movilidad local (a otra provincia de la región de Arequipa)	Español	Monolingüe	Mestizo	Deísmo	Nivel E: Ingreso familiar menor a S/1,300	Nivel E	Clase trabajadora	Limitaciones visuales	Funcionalidad cognitiva típica (sin discapacidad)	Típica	Hombre	Masculino	Heterosexual	Interés en aprender y descubrir cosas nuevas (orientación al conocimiento).	Usar esta formación para acceder a posgrados o especializaciones.	Quiero continuar con posgrados o especializaciones (estudios avanzados).	R fuerte	Lectura/Escritura, fuerte
M239	11	18	8	16	Baja	Alta	Baja	Moderada	2026/04/11 11:25:43 p. m. GMT-4	BIOLOGÍA	UNSA	Ciencias naturales y exactas	Pregrado (o grado universitario)	Al inicio	Público	Sí	No	Tercio medio	No	Sí	Estudiante universitario joven (16-24 años)	16-24 años	Nivel alto: Dominio avanzado de competencias digitales	Alto	Local (región de Arequipa)	Zona urbana	Movilidad local (a otra provincia de la región de Arequipa)	Español	Monolingüe	Mestizo	Agnosticismo	Nivel D: Ingreso familiar entre S/1,300 y S/3,000	Nivel D	Subclase o clase popular	Funcionalidad física típica (sin discapacidad)	Otras formas de neurodiversidad	Otras	Hombre	Masculino	Heterosexual	La carrera que elegí corresponde a mis intereses o pasiones personales (orientación vocacional).	Usar esta formación para acceder a posgrados o especializaciones.	Quiero participar y aportar en iniciativas sociales (impacto social).	VARK integrativo	Multimodal (VARK Integrativo)
M240	12	16	8	18	Baja	Moderada	Baja	Alta	2026/04/11 11:29:50 p. m. GMT-4	Nutrición.	UNSA	Ciencias de la salud	Pregrado (o grado universitario)	Al inicio	Público	Sí	No	Tercio superior	No	Sí	Estudiante universitario joven (16-24 años)	16-24 años	Nivel bajo: Conocimiento y manejo limitado de herramientas digitales	Bajo	Extranjero (otro país)	Zona urbana	Movilidad internacional (a otro país)	Español	Monolingüe	Mestizo	Catolicismo	Nivel D: Ingreso familiar entre S/1,300 y S/3,000	Nivel D	Clase trabajadora	Funcionalidad física típica (sin discapacidad)	Funcionalidad cognitiva típica (sin discapacidad)	Típica	Mujer	Femenino	Heterosexual	Interés en aprender y descubrir cosas nuevas (orientación al conocimiento).	Adquirir conocimientos.	Quiero continuar con posgrados o especializaciones (estudios avanzados).	A fuerte	Auditivo, fuerte
M241	12	16	8	11	Baja	Moderada	Baja	Muy baja	2026/04/11 11:31:36 p. m. GMT-4	Ciencias de la comunicación - Especialidad Relaciones Publicas	UNSA	Ciencias sociales y humanidades	Pregrado (o grado universitario)	Al inicio	Público	No	Sí	Tercio superior	No	No	Estudiante universitario joven (16-24 años)	16-24 años	Nivel intermedio: Manejo adecuado de información y recursos digitales	Intermedio	Local (región de Arequipa)	Zona urbana	Movilidad local (a otra provincia de la región de Arequipa)	Español	Monolingüe	Mestizo	Deísmo	Nivel E: Ingreso familiar menor a S/1,300	Nivel E	Subclase o clase popular	Limitaciones visuales	Funcionalidad cognitiva típica (sin discapacidad)	Típica	Mujer	Femenino	Asexual	Obtener mejores oportunidades laborales o económicas (expectativa de beneficio económico o laboral).	Usar esta formación para acceder a posgrados o especializaciones.	Quiero vivir, estudiar o trabajar en otros países (experiencia internacional).	AK	Multimodal (AK)
M242	15	17	4	13	Moderada	Moderada	Muy baja	Baja	2026/04/12 12:54:06 a. m. GMT-4	Contabilidad 	UNSA	Ciencias económicas, administrativas y empresariales	Pregrado (o grado universitario)	Al inicio	Privado	Sí	Sí	Tercio superior	No	Sí	Estudiante universitario joven (16-24 años)	16-24 años	Nivel bajo: Conocimiento y manejo limitado de herramientas digitales	Bajo	Local (región de Arequipa)	Zona urbana	Sin experiencia de movilidad	Español	Monolingüe	Indígena Quechua	Protestantismo (evangélicos y pentecostalismo)	Nivel D: Ingreso familiar entre S/1,300 y S/3,000	Nivel D	Clase trabajadora	Funcionalidad física típica (sin discapacidad)	Funcionalidad cognitiva típica (sin discapacidad)	Típica	Mujer	Femenino	Heterosexual	Obtener mejores oportunidades laborales o económicas (expectativa de beneficio económico o laboral).	Recibir distinciones o premios académicos.	Quiero desarrollarme y destacar en mi carrera (realización profesional).	ARK	Multimodal (ARK)
M243	12	18	10	16	Baja	Alta	Moderada	Moderada	2026/04/12 1:33:48 a. m. GMT-4	Odontólogia 	UCSM	Ciencias de la salud	Pregrado (o grado universitario)	Al inicio	Privado	Sí	No	Tercio medio	No	Sí	Estudiante universitario joven (16-24 años)	16-24 años	Nivel intermedio: Manejo adecuado de información y recursos digitales	Intermedio	Local (región de Arequipa)	Zona rural	Movilidad local (a otra provincia de la región de Arequipa)	Español	Monolingüe	Mestizo	Catolicismo	Nivel B: Ingreso familiar entre S/5,000 y S/25,000	Nivel B	Clase alta (burguesía)	Funcionalidad física típica (sin discapacidad)	Funcionalidad cognitiva típica (sin discapacidad)	Típica	Mujer	Femenino	Heterosexual	La carrera que elegí corresponde a mis intereses o pasiones personales (orientación vocacional).	Recibir distinciones o premios académicos.	Quiero estabilidad material y financiera (seguridad económica).	K fuerte	Kinestésico, fuerte
M244	8	17	9	12	Muy baja	Moderada	Baja	Baja	2026/04/12 7:15:02 a. m. GMT-4	Administración	UNSA	Ciencias económicas, administrativas y empresariales	Pregrado (o grado universitario)	Al inicio	Privado	No	No	Tercio medio	No	No	Estudiante universitario joven (16-24 años)	16-24 años	Nivel intermedio: Manejo adecuado de información y recursos digitales	Intermedio	Local (región de Arequipa)	Zona urbana	Sin experiencia de movilidad	Español	Bilingüe	Otro o ninguno	Agnosticismo	Nivel C: Ingreso familiar entre S/3,000 y S/5,000	Nivel C	Clase media	Funcionalidad física típica (sin discapacidad)	Funcionalidad cognitiva típica (sin discapacidad)	Típica	Mujer	Femenino		Evitar el desempleo o quedarme rezagado frente a mis pares (evitar consecuencias negativas).	Usar esta formación para acceder a posgrados o especializaciones.	Quiero vivir, estudiar o trabajar en otros países (experiencia internacional).	VK	Multimodal (VK)
M245	17	14	9	15	Alta	Baja	Baja	Moderada	2026/04/12 9:29:07 a. m. GMT-4	Ciencias naturales y formales QUIMICA	UNSA	Ciencias naturales y exactas	Pregrado (o grado universitario)	Al inicio	Privado	Sí	No	Tercio superior	Sí	Sí	Estudiante universitario joven (16-24 años)	16-24 años	Nivel alto: Dominio avanzado de competencias digitales	Alto	Local (región de Arequipa)	Zona rural	Sin experiencia de movilidad	Español	Monolingüe	Mestizo	Adventismo	Nivel E: Ingreso familiar menor a S/1,300	Nivel E	Subclase o clase popular	Funcionalidad física típica (sin discapacidad)	Trastorno por déficit de atención con hiperactividad (TDAH)	TDAH	Mujer	Femenino	Heterosexual	La carrera que elegí corresponde a mis intereses o pasiones personales (orientación vocacional).	Recibir distinciones o premios académicos.	Quiero desarrollarme y destacar en mi carrera (realización profesional).	RK	Multimodal (RK)
M246	15	15	11	16	Moderada	Baja	Moderada	Moderada	2026/04/12 10:16:25 a. m. GMT-4	Literatura y lingüística 	UNSA	Ciencias sociales y humanidades	Pregrado (o grado universitario)	Al medio	Público	Sí	No	Tercio medio	No	No	Estudiante universitario de mediana edad (25-39 años)	25-39 años	Nivel bajo: Conocimiento y manejo limitado de herramientas digitales	Bajo	Local (región de Arequipa)	Capital de país	Movilidad local (a otra provincia de la región de Arequipa)	Español	Monolingüe	Mestizo	Catolicismo	Nivel D: Ingreso familiar entre S/1,300 y S/3,000	Nivel D	Clase media	Funcionalidad física típica (sin discapacidad)	Funcionalidad cognitiva típica (sin discapacidad)	Típica	Hombre	Masculino	Sexual	Interés en aprender y descubrir cosas nuevas (orientación al conocimiento).	Adquirir conocimientos.	Quiero continuar con posgrados o especializaciones (estudios avanzados).	K muy fuerte	Kinestésico, muy fuerte
M247	11	13	9	14	Baja	Baja	Baja	Moderada	2026/04/12 11:34:31 a. m. GMT-4	ingeniería de telecomunicaciones	UNSA	Ingenierías y Tecnologías	Pregrado (o grado universitario)	Al inicio	Privado	Sí	No	Tercio superior	No	Sí	Estudiante universitario joven (16-24 años)	16-24 años	Nivel bajo: Conocimiento y manejo limitado de herramientas digitales	Bajo	Local (región de Arequipa)	Zona urbana	Sin experiencia de movilidad	Español	Monolingüe	Mestizo	Catolicismo	Nivel E: Ingreso familiar menor a S/1,300	Nivel E	Clase trabajadora	Funcionalidad física típica (sin discapacidad)	Funcionalidad cognitiva típica (sin discapacidad)	Típica	Hombre	Masculino	Heterosexual	Obtener mejores oportunidades laborales o económicas (expectativa de beneficio económico o laboral).	Evitar reprobar materias o abandonar los estudios.	Quiero equilibrio entre trabajo, familia y salud (equilibrio vida-trabajo).	V media	Visual, media
M248	17	12	7	16	Alta	Muy baja	Muy baja	Moderada	2026/04/12 2:25:26 p. m. GMT-4	MEDICINA	UNSA	Ciencias de la salud	Especialidad	Al inicio	Público	Sí	No	Tercio medio	No	Sí	Estudiante universitario de mediana edad (25-39 años)	25-39 años	Nivel intermedio: Manejo adecuado de información y recursos digitales	Intermedio	Local (región de Arequipa)	Zona urbana	Movilidad local (a otra provincia de la región de Arequipa)	Español	Monolingüe	Mestizo	Catolicismo	Nivel E: Ingreso familiar menor a S/1,300	Nivel E	Subclase o clase popular	Funcionalidad física típica (sin discapacidad)	Funcionalidad cognitiva típica (sin discapacidad)	Típica	Hombre	Masculino	Heterosexual	Interés en aprender y descubrir cosas nuevas (orientación al conocimiento).	Obtener buenas calificaciones.	Quiero crear mi propio proyecto o empresa (emprendimiento).	VAR	Multimodal (VAR)
M249	13	14	16	16	Moderada	Baja	Alta	Moderada	2026/04/12 4:22:32 p. m. GMT-4	Ingenieria ambiental 	UNSA	Ciencias naturales y exactas	Pregrado (o grado universitario)	Al inicio	Público	Sí	No	Tercio superior	Sí	Sí	Estudiante universitario joven (16-24 años)	16-24 años	Nivel intermedio: Manejo adecuado de información y recursos digitales	Intermedio	Nacional (otras regiones de Perú)	Zona urbana	Sin experiencia de movilidad	Español	Monolingüe	Mestizo	Catolicismo	Nivel D: Ingreso familiar entre S/1,300 y S/3,000	Nivel D	Clase trabajadora	Funcionalidad física típica (sin discapacidad)	Funcionalidad cognitiva típica (sin discapacidad)	Típica	Mujer	Femenino	Bisexual	Superación personal y alcanzar metas propias.	Obtener buenas calificaciones.	Quiero desarrollarme y destacar en mi carrera (realización profesional).	VARK integrativo	Multimodal (VARK Integrativo)
M250	14	16	7	15	Moderada	Moderada	Muy baja	Moderada	2026/04/12 6:32:46 p. m. GMT-4	Arquitectura 	UNSA	Artes y diseño	Pregrado (o grado universitario)	Al inicio	Público	No	No	Tercio superior	No	No	Estudiante universitario joven (16-24 años)	16-24 años	Nivel intermedio: Manejo adecuado de información y recursos digitales	Intermedio	Local (región de Arequipa)	Zona urbana	Sin experiencia de movilidad	Español	Bilingüe	Mestizo	Catolicismo	Nivel D: Ingreso familiar entre S/1,300 y S/3,000	Nivel D	Clase media	Funcionalidad física típica (sin discapacidad)	Funcionalidad cognitiva típica (sin discapacidad)	Típica	Mujer	Femenino	Heterosexual	La carrera que elegí corresponde a mis intereses o pasiones personales (orientación vocacional).	Adquirir conocimientos.	Quiero continuar con posgrados o especializaciones (estudios avanzados).	ARK	Multimodal (ARK)
M251	11	15	12	10	Baja	Baja	Moderada	Muy baja	2026/04/12 7:25:10 p. m. GMT-4	Trabajo social 	UNSA	Ciencias sociales y humanidades	Pregrado (o grado universitario)	Al inicio	Privado	Sí	No	Tercio superior	No	Sí	Estudiante universitario joven (16-24 años)	16-24 años	Nivel intermedio: Manejo adecuado de información y recursos digitales	Intermedio	Local (región de Arequipa)	Zona urbana	Sin experiencia de movilidad	Español	Monolingüe	Mestizo	Deísmo	Nivel C: Ingreso familiar entre S/3,000 y S/5,000	Nivel C	Clase media	Limitaciones visuales	Funcionalidad cognitiva típica (sin discapacidad)	Típica	Mujer	Femenino	Heterosexual	Obtener mejores oportunidades laborales o económicas (expectativa de beneficio económico o laboral).	Obtener buenas calificaciones.	Quiero continuar con posgrados o especializaciones (estudios avanzados).	AK	Multimodal (AK)
M252	7	14	10	11	Muy baja	Baja	Moderada	Muy baja	2026/04/12 9:27:24 p. m. GMT-4	ENFERMERÍA	UNSA	Ciencias de la salud	Pregrado (o grado universitario)	Al inicio	Privado	Sí	No	Tercio superior	Sí	Sí	Estudiante universitario joven (16-24 años)	16-24 años	Nivel intermedio: Manejo adecuado de información y recursos digitales	Intermedio	Local (región de Arequipa)	Zona urbana	Sin experiencia de movilidad	Español	Monolingüe	Mestizo	Catolicismo	Nivel D: Ingreso familiar entre S/1,300 y S/3,000	Nivel D	Clase trabajadora	Limitaciones visuales	Funcionalidad cognitiva típica (sin discapacidad)	Típica	Mujer	Femenino	Bisexual	La carrera que elegí corresponde a mis intereses o pasiones personales (orientación vocacional).	Hacer vínculos y contactos útiles.	Quiero equilibrio entre trabajo, familia y salud (equilibrio vida-trabajo).	AK	Multimodal (AK)
M253	10	12	9	12	Muy baja	Muy baja	Baja	Baja	2026/04/12 9:37:04 p. m. GMT-4	Química 	UNSA	Ciencias naturales y exactas	Pregrado (o grado universitario)	Al inicio	Público	Sí	No	Tercio medio	Sí	No	Estudiante universitario joven (16-24 años)	16-24 años	Nivel bajo: Conocimiento y manejo limitado de herramientas digitales	Bajo	Local (región de Arequipa)	Zona urbana	Sin experiencia de movilidad	Español	Monolingüe	Mestizo	Catolicismo	Nivel E: Ingreso familiar menor a S/1,300	Nivel E	Clase media	Funcionalidad física típica (sin discapacidad)	Trastorno por déficit de atención con hiperactividad (TDAH)	TDAH	Mujer	Femenino	Bisexual	Evitar el desempleo o quedarme rezagado frente a mis pares (evitar consecuencias negativas).	Evitar reprobar materias o abandonar los estudios.	Quiero estabilidad material y financiera (seguridad económica).	V media	Visual, media
M254	12	19	10	15	Baja	Alta	Moderada	Moderada	2026/04/12 10:14:32 p. m. GMT-4	Ingeniería de Sistemas	UNSA	Ingenierías y Tecnologías	Pregrado (o grado universitario)	Al inicio	Público	No	No	Tercio superior	No	No	Estudiante universitario joven (16-24 años)	16-24 años	Nivel intermedio: Manejo adecuado de información y recursos digitales	Intermedio	Local (región de Arequipa)	Zona urbana	Sin experiencia de movilidad	Español	Multilingüe	Mestizo	Catolicismo			Clase media	Funcionalidad física típica (sin discapacidad)	Funcionalidad cognitiva típica (sin discapacidad)	Típica	Hombre	Masculino	Heterosexual	La carrera que elegí corresponde a mis intereses o pasiones personales (orientación vocacional).	Obtener buenas calificaciones.	Quiero equilibrio entre trabajo, familia y salud (equilibrio vida-trabajo).	AK	Multimodal (AK)
M255	14	12	8	15	Moderada	Muy baja	Baja	Moderada	2026/04/12 11:21:24 p. m. GMT-4	Ciencias de la comunicación. Relaciones públicas 	UNSA	Ciencias de la salud	Pregrado (o grado universitario)	Al inicio	Público	No	No	Tercio superior	No	Sí	Estudiante universitario joven (16-24 años)	16-24 años	Nivel bajo: Conocimiento y manejo limitado de herramientas digitales	Bajo	Local (región de Arequipa)	Capital de país	Movilidad local (a otra provincia de la región de Arequipa)	Español	Bilingüe	Afroperuano	Testigo de Jehová	Nivel C: Ingreso familiar entre S/3,000 y S/5,000	Nivel C	Clase trabajadora	Limitaciones visuales	Trastorno por déficit de atención con hiperactividad (TDAH)	TDAH	Mujer	Femenino	Heterosexual	Interés en aprender y descubrir cosas nuevas (orientación al conocimiento).	Recibir distinciones o premios académicos.	Quiero vivir, estudiar o trabajar en otros países (experiencia internacional).	V muy fuerte	Visual, muy fuerte
M256	17	15	10	19	Alta	Baja	Moderada	Muy alta	2026/04/13 3:47:04 a. m. GMT-4	Ingenieria Quimica	UNSA	Ingenierías y Tecnologías	Pregrado (o grado universitario)	Al medio	Público	No	Sí	Tercio superior	No	No	Estudiante universitario joven (16-24 años)	16-24 años	Nivel intermedio: Manejo adecuado de información y recursos digitales	Intermedio	Nacional (otras regiones de Perú)	Zona rural	Movilidad nacional (a otra región o ciudad de Perú)	Quechua	Bilingüe	Indígena Quechua	Catolicismo	Nivel D: Ingreso familiar entre S/1,300 y S/3,000	Nivel D	Clase trabajadora	Funcionalidad física típica (sin discapacidad)	Funcionalidad cognitiva típica (sin discapacidad)	Típica	Hombre	Masculino	Heterosexual	Superación personal y alcanzar metas propias.	Usar esta formación para acceder a posgrados o especializaciones.	Quiero continuar con posgrados o especializaciones (estudios avanzados).	K media	Kinestésico, media
M257	15	15	12	13	Moderada	Baja	Moderada	Baja	2026/04/13 11:46:35 a. m. GMT-4	Ingeniería de Industrias Alimentarias	UNSA	Ingenierías y Tecnologías	Pregrado (o grado universitario)	Al inicio	Privado	Sí	No	Tercio medio	No	Sí	Estudiante universitario joven (16-24 años)	16-24 años	Nivel intermedio: Manejo adecuado de información y recursos digitales	Intermedio	Local (región de Arequipa)	Zona urbana	Sin experiencia de movilidad	Español	Bilingüe	Mestizo	Agnosticismo	Nivel B: Ingreso familiar entre S/5,000 y S/25,000	Nivel B	Clase media	Funcionalidad física típica (sin discapacidad)	Funcionalidad cognitiva típica (sin discapacidad)	Típica	Mujer	Femenino	Bisexual	La carrera que elegí corresponde a mis intereses o pasiones personales (orientación vocacional).	Adquirir conocimientos.	Quiero vivir, estudiar o trabajar en otros países (experiencia internacional).	AK	Multimodal (AK)
M258	16	19	6	18	Moderada	Alta	Muy baja	Alta	2026/04/13 12:27:33 p. m. GMT-4	Biología 	UNSA	Ciencias naturales y exactas	Pregrado (o grado universitario)	Al inicio	Público	Sí	No	Tercio superior	No	Sí	Estudiante universitario joven (16-24 años)	16-24 años	Nivel bajo: Conocimiento y manejo limitado de herramientas digitales	Bajo	Local (región de Arequipa)	Zona urbana	Sin experiencia de movilidad	Español	Multilingüe	Mestizo	Ateísmo	Nivel E: Ingreso familiar menor a S/1,300	Nivel E	Clase trabajadora	Limitaciones visuales	Funcionalidad cognitiva típica (sin discapacidad)	Típica	Mujer	Femenino	Pansexual	La carrera que elegí corresponde a mis intereses o pasiones personales (orientación vocacional).	Usar esta formación para acceder a posgrados o especializaciones.	Quiero vivir, estudiar o trabajar en otros países (experiencia internacional).	VK	Multimodal (VK)
M259	13	14	10	13	Moderada	Baja	Moderada	Baja	2026/04/13 4:08:58 p. m. GMT-4	Educación Primaria / Educación	UNSA	Ciencias sociales y humanidades	Pregrado (o grado universitario)	Al inicio	Público	Sí	No	Tercio superior	No	No	Estudiante universitario joven (16-24 años)	16-24 años	Nivel intermedio: Manejo adecuado de información y recursos digitales	Intermedio	Local (región de Arequipa)	Zona urbana	Sin experiencia de movilidad	Español	Monolingüe	Mestizo	Catolicismo	Nivel D: Ingreso familiar entre S/1,300 y S/3,000	Nivel D	Clase media	Funcionalidad física típica (sin discapacidad)	Funcionalidad cognitiva típica (sin discapacidad)	Típica	Hombre	Masculino	Heterosexual	La carrera que elegí corresponde a mis intereses o pasiones personales (orientación vocacional).	Adquirir conocimientos.	Quiero desarrollarme y destacar en mi carrera (realización profesional).	VARK	Multimodal (VARK)
M260	6	14	11	12	Muy baja	Baja	Moderada	Baja	2026/04/13 5:11:03 p. m. GMT-4	Ingeniería de telecomunicaciones 	UNSA	Ingenierías y Tecnologías	Pregrado (o grado universitario)	Al inicio	Público	Sí	No	Tercio medio	No	Sí	Estudiante universitario joven (16-24 años)	16-24 años	Nivel bajo: Conocimiento y manejo limitado de herramientas digitales	Bajo	Local (región de Arequipa)	Zona urbana	Sin experiencia de movilidad	Español	Monolingüe	Mestizo	Catolicismo	Nivel D: Ingreso familiar entre S/1,300 y S/3,000	Nivel D	Clase trabajadora	Funcionalidad física típica (sin discapacidad)	Funcionalidad cognitiva típica (sin discapacidad)	Típica	Mujer	Femenino	Heterosexual	Interés en aprender y descubrir cosas nuevas (orientación al conocimiento).	Adquirir conocimientos.	Quiero vivir, estudiar o trabajar en otros países (experiencia internacional).	K media	Kinestésico, media
M261	14	16	10	15	Moderada	Moderada	Moderada	Moderada	2026/04/13 5:18:15 p. m. GMT-4	Contabilidad	UNSA	Ciencias sociales y humanidades	Pregrado (o grado universitario)	Al inicio	Público	Sí	No	Tercio medio	No	Sí	Estudiante universitario joven (16-24 años)	16-24 años	Nivel bajo: Conocimiento y manejo limitado de herramientas digitales	Bajo	Local (región de Arequipa)	Zona urbana	Sin experiencia de movilidad	Español	Monolingüe	Mestizo	Catolicismo	Nivel C: Ingreso familiar entre S/3,000 y S/5,000	Nivel C	Clase trabajadora	Movilidad reducida	Funcionalidad cognitiva típica (sin discapacidad)	Típica	Hombre	Masculino	Heterosexual	La carrera que elegí corresponde a mis intereses o pasiones personales (orientación vocacional).	Adquirir conocimientos.	Quiero crear mi propio proyecto o empresa (emprendimiento).	K media	Kinestésico, media
